INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (0,'Spiritmonger',5,40,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (16,'Seize the Initiative',3,103,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (17,'Oracle en-Vec',4,47,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (18,'Pharika s Mender',3,299,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (19,'Mulldrifter',2,139,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (20,'Oath of Chandra',5,198,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (21,'Incorrigible Youths',5,152,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (22,'Cached Defenses',1,187,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (23,'Frost Raptor',1,418,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (24,'Bloodline Shaman',3,438,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (25,'Leonin Scimitar',3,114,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (26,'Molten Slagheap',1,112,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (27,'Gideon, Ally of Zendikar',2,161,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (28,'Thraben Standard Bearer',6,415,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (29,'Hedron Rover',3,268,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (30,'Jandor s Ring',5,134,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (31,'Twiddlestick Charger',0,276,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (32,'Ignite the Cloneforge!',0,123,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (33,'Trial of Knowledge',3,137,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (34,'Rakavolver',0,354,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (35,'Sultai Scavenger',2,320,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (36,'Tideshaper Mystic',0,419,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (37,'Bloodflow Connoisseur',2,184,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (38,'Pine Walker',0,50,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (39,'Grind',6,435,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (40,'Greater Gargadon',0,446,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (41,'Return to Battle',4,194,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (42,'Scholar of Athreos',1,373,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (43,'Wort, the Raidmother',4,267,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (44,'Amnesia',1,387,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (45,'Reckless Pangolin',4,428,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (46,'Nerf War',3,210,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (47,'Giant Growth',3,5,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (48,'Jorubai Murk Lurker',2,195,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (49,'Macabre Mockery',4,81,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (50,'Game of Chaos',6,1,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (51,'Waste Not',5,368,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (52,'Commander s Authority',0,311,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (53,'Jumbo Imp',3,356,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (54,'Archon of Valor s Reach',5,232,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (55,'Incandescent Soulstoke',6,29,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (56,'Paleoloth',3,147,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (57,'Lifeblood Hydra',1,254,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (58,'Higure, the Still Wind Avatar',1,77,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (59,'Wistful Thinking',4,13,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (60,'Diligent Excavator',1,49,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (61,'Mortus Strider',4,306,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (62,'Serra s Guardian',3,346,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (63,'Mirror Strike',0,272,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (64,'Precursor Golem',6,74,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (65,'Isolation Cell',2,212,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (66,'Sell-Sword Brute',6,346,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (67,'Joraga Warcaller',4,50,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (68,'Sigil Blessing',3,185,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (69,'Diregraf Escort',4,288,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (70,'Tolarian Scholar',4,325,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (71,'Glorybringer',6,393,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (72,'Corpse Harvester',5,83,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (73,'Sheltered Aerie',4,18,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (74,'Throne of Geth',5,341,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (75,'Gift of the Woods',6,301,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (76,'Number Crunch',1,72,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (77,'Journey for the Elixir',4,105,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (78,'Grixis Panorama',2,224,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (79,'Deathbringer Thoctar',5,37,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (80,'Launch the Fleet',2,86,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (81,'Slinking Serpent',3,257,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (82,'Burnt Offering',2,63,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (83,'Fiend of the Shadows',6,27,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (84,'Generous Patron',1,9,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (85,'Demonic Consultation',5,293,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (86,'Agility',4,8,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (87,'Spike Cannibal',1,187,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (88,'Riparian Tiger',3,395,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (89,'Urborg Justice',0,189,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (90,'Copper Tablet',4,110,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (91,'Singe-Mind Ogre',0,419,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (92,'Book Devourer',3,126,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (93,'Reshape',3,369,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (94,'Thrashing Mudspawn',1,425,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (95,'Old Man of the Sea',1,160,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (96,'Mitotic Slime',5,125,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (97,'Serra Ascendant',0,172,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (98,'Blinking Spirit',6,360,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (99,'Hammerfist Giant',2,292,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (100,'Homeward Path',5,205,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (101,'Canopy Crawler',4,2,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (102,'Pandemonium',4,78,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (103,'Rime Transfusion',5,179,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (104,'Aerial Volley',2,254,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (105,'The Zephyr Maze',0,230,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (106,'Jund',1,93,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (107,'Enraged Killbot',4,406,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (108,'Phantasmagorian',4,5,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (109,'Vassal Soul',6,176,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (110,'Wall of Corpses',4,42,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (111,'Reclamation Sage',5,304,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (112,'Paladin of the Bloodstained',3,314,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (113,'Divine Deflection',5,46,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (114,'Trove of Temptation',6,419,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (115,'Ogre Shaman',1,81,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (116,'Serra Zealot',5,421,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (117,'Cinder Elemental',3,399,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (118,'Gisela, the Broken Blade',3,438,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (119,'Domri Rade',1,37,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (120,'Scavenger Grounds',1,187,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (121,'Armored Skaab',6,206,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (122,'Nacatl Hunt-Pride',6,311,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (123,'Silvercoat Lion',2,4,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (124,'Deserter s Quarters',2,106,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (125,'Jace s Scrutiny',4,379,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (126,'Far Wanderings',6,262,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (127,'Rolling Thunder',5,345,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (128,'Garruk, Primal Hunter',5,133,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (129,'Dromad Purebred',0,210,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (130,'On Serra s Wings',2,328,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (131,'Rage Forger',0,279,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (132,'Mortis Dogs',6,284,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (133,'Havoc Devils',3,24,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (134,'Pirate s Pillage',2,179,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (135,'Ignite Disorder',6,388,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (136,'God-Pharaoh s Statue',2,78,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (137,'Veil of Birds',5,422,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (138,'Angelic Voices',3,224,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (139,'Marauding Raptor',3,194,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (140,'Veteran Bodyguard',5,137,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (141,'Ephemerate',4,100,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (142,'Fireshrieker',3,417,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (143,'Daring Apprentice',5,167,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (144,'Kor Bladewhirl',4,184,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (145,'Psychotrope Thallid',0,241,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (146,'Tyrannize',2,278,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (147,'Soul Charmer',6,31,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (148,'Beast in Show (d)',4,184,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (149,'Scavenged Weaponry',4,269,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (150,'Serum Tank',0,398,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (151,'Spreading Rot',6,370,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (152,'Vodalian Soldiers',4,119,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (153,'Krav, the Unredeemed',1,96,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (154,'Aegis of the Heavens',6,387,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (155,'Look at Me, I m R&D',4,214,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (156,'Chilling Apparition',2,459,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (157,'Decimator Web',1,231,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (158,'Mightstone',5,387,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (159,'Imperial Edict',5,92,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (160,'Bitter Revelation',5,145,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (161,'Immerwolf',5,94,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (162,'Dwarven Weaponsmith',4,55,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (163,'Fathom Trawl',6,48,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (164,'Mortician Beetle',2,217,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (165,'Tishana, Voice of Thunder',2,33,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (166,'Discordant Dirge',5,216,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (167,'Spirit Mirror',2,376,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (168,'Sheltering Ancient',1,260,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (169,'Norn s Annex',1,247,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (170,'Earnest Fellowship',4,230,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (171,'Serra Bestiary',1,119,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (172,'Victory Chimes',4,48,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (173,'Mysteries of the Deep',2,62,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (174,'Niv-Mizzet Reborn',1,30,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (175,'Bogardan Dragonheart',4,18,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (176,'Stormcrag Elemental',2,16,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (177,'Steely Resolve',2,195,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (178,'Shrieking Affliction',5,444,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (179,'Goblin Bookie',2,357,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (180,'Mogg Bombers',5,95,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (181,'Infuse  the Elements',5,299,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (182,'Adarkar Valkyrie',1,314,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (183,'Night',0,455,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (184,'Treefolk Mystic',1,297,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (185,'Rib Cage Spider',0,151,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (186,'Courier s Capsule',0,198,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (187,'Shriekhorn',4,29,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (188,'Galvanic Alchemist',3,222,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (189,'Putrid Imp',2,290,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (190,'Diviner s Wand',2,400,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (191,'Chariot of Victory',2,450,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (192,'Despondent Killbot',4,273,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (193,'Ali Baba',1,441,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (194,'Wormfang Turtle',0,223,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (195,'Extinguish All Hope',5,230,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (196,'Vesper Ghoul',4,324,2)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (197,'The First Sliver',4,160,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (198,'Hint of Insanity',5,143,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (199,'Indigo Faerie',4,30,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (200,'Duskmantle Operative',1,233,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (201,'Fabricate',2,80,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (202,'Extra Arms',0,412,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (203,'Giant Spectacle',2,286,3)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (204,'Mystic Might',1,432,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (205,'Lantern-Lit Graveyard',4,255,1)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (206,'Feral Abomination',4,263,6)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (207,'Gustcloak Skirmisher',0,252,9)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (208,'Medicine Runner',6,253,10)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (209,'Ulrich of the Krallenhorde',4,210,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (210,'Skycloud Expanse',6,107,8)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (211,'Ugin s Nexus',0,368,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (212,'Winds of Change',5,116,0)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (213,'Threads of Disloyalty',4,405,5)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (214,'Toymaker',4,323,4)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (215,'Blunt the Assault',1,283,7)
INSERT INTO Produto (Id, Nome, CondicaoId, ExpansaoId, LinguagemId) VALUES (216,'Reiterate',0,265,6)
